show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
3798,movie,Last Kingdom 905,Dir. 128,"Actor 310, Actor 1164",France,29-03-2019,,TV-MA,61 min,Comedy,An emotional journey about life and relationships.
3799,tv show,Silent Voices 1886,Director 287,,Australia,"February 11, 2016",1981.0,TV-MA,,Romance,A gripping romance story full of twists.
3800,TV Show,Silent Voices 644,,,UK,2018-07-21,1997.0,TV-14,105 min,Sci-Fi,A gripping sci-fi story full of twists.
3801,Movie,Hidden Truth 1454,Dir. 88,,Germany,06/19/2019,2017.0,,,Sci-Fi,An emotional journey about life and relationships.
3802,Movie,Ocean Secrets 1313,Director 241,,India,2016-07-09,,TV-14,,Comedy,An emotional journey about life and relationships.
3803,tv show,Midnight Tales 565,,Actor 1354,,,,TV-MA,166 min,Romance,Unexpected events change everything.
2813,TV Show,Hidden Truth 582,,"Actor 224, Actor 1114",Canada,03/15/2016,,,173 min,Action,A gripping action story full of twists.
3805,TV Show,Ocean Secrets 566,,Actor 1447,India,,1984.0,R,,Thriller,
3806,MOVIE,Mystery House 475,Dir. 82,"Actor 115, Actor 687",India,,,TV-14,187 min,Comedy,Unexpected events change everything.
3807,Movie,Last Kingdom 1067,Director 493,Actor 1400,Germany,,,,,Thriller,
3808,Movie,Midnight Tales 719,,"Actor 184, Actor 847",,,,PG-13,3 Season,Thriller,Unexpected events change everything.
3809,movie,Ocean Secrets 1359,,Actor 201,Canada,23-11-2023,,,9 Season,Romance,An emotional journey about life and relationships.
2965,Movie,Broken Dreams 565,Dir. 336,,India,2022-11-25,,R,218 min,Action,An emotional journey about life and relationships.
3811,TV Show,Dark Crime 300,,Actor 1398,,02-09-2025,,PG,197 min,Comedy,
3812,movie,Secret Files 454,,"Actor 363, Actor 755",United States,08-09-2015,,NR,35 min,Thriller,A gripping thriller story full of twists.
3813,tv show,Hidden Truth 170,Director 157,"Actor 477, Actor 514",France,"December 16, 2017",2022.0,NR,68 min,Drama,
3814,TV Show,Mystery House 1227,Director 4,,United States,,,R,10 Season,Drama,An emotional journey about life and relationships.
3815,tv show,Hidden Truth 1166,Dir. 274,"Actor 283, Actor 591",,01/13/2020,2008.0,R,,Thriller,
1239,Movie,Hidden Truth 979,Dir. 95,,Canada,06/27/2021,1996.0,PG,6 Seasons,Documentary,
3817,tv show,Midnight Tales 436,,,Australia,,,PG-13,,Action,
3818,TV Show,Secret Files 658,,"Actor 19, Actor 1040",India,,,,6 Seasons,Sci-Fi,
3819,TV Show,Secret Files 1143,Director 466,Actor 1017,,,,TV-14,5 Season,Romance,Unexpected events change everything.
3820,Movie,Secret Files 1499,Director 38,,India,02-08-2023,,,11 Seasons,Drama,An emotional journey about life and relationships.
3821,movie,Mystery House 428,,Actor 1467,France,10/05/2018,1987.0,,7 Season,Drama,A gripping drama story full of twists.
3822,TV Show,Dark Crime 1427,,"Actor 487, Actor 1322",United States,,,PG,6 Season,Action,
3823,MOVIE,Broken Dreams 1652,Dir. 474,Actor 758,Germany,,2015.0,,8 Season,Thriller,
3824,TV Show,Broken Dreams 1591,,,,30-05-2016,1992.0,PG-13,1 Season,Thriller,
505,Movie,Dark Crime 1973,Director 500,,UK,,1991.0,PG,52 min,Comedy,
3826,TV Show,Secret Files 1912,,,India,11-10-2020,1987.0,,11 Season,Comedy,Unexpected events change everything.
3827,TV Show,Dark Crime 831,,,United States,,,PG-13,92 min,Horror,A gripping horror story full of twists.
3828,TV Show,Hidden Truth 1783,Dir. 347,"Actor 421, Actor 1385",France,04-02-2023,,TV-MA,5 Seasons,Romance,
3829,tv show,Last Kingdom 960,,,Australia,10-12-2020,1982.0,TV-MA,,Horror,
3306,Movie,Last Kingdom 1380,,Actor 528,India,06/13/2016,1994.0,,11 Seasons,Romance,
3831,TV Show,Dark Crime 77,Director 9,Actor 1980,Australia,,,PG-13,,Romance,Unexpected events change everything.
3832,movie,Midnight Tales 1167,,"Actor 139, Actor 1411",,,2008.0,,66 min,Horror,An emotional journey about life and relationships.
3833,movie,Urban Legends 714,,,,2023-04-11,2019.0,TV-14,,Thriller,
3834,Movie,Urban Legends 385,,,,"June 14, 2018",,NR,,Sci-Fi,A gripping sci-fi story full of twists.
3835,tv show,Midnight Tales 666,Director 218,,Canada,08/29/2018,1999.0,R,11 Season,Comedy,A gripping comedy story full of twists.
3836,TV Show,Last Kingdom 1008,Director 465,Actor 172,India,2020-05-28,,,5 Season,Horror,
3837,movie,Dark Crime 600,,Actor 1627,France,22-04-2016,2005.0,PG,5 Season,Drama,Unexpected events change everything.
3838,movie,Lost City 284,,,UK,05/29/2022,,PG-13,12 Seasons,Sci-Fi,
3839,TV Show,Silent Voices 918,Director 386,,France,,1984.0,TV-MA,,Comedy,
3840,movie,Silent Voices 1980,,,France,07/25/2018,1981.0,PG-13,10 Season,Sci-Fi,
3841,Movie,Hidden Truth 103,,Actor 886,Australia,11/20/2023,,TV-MA,179 min,Horror,An emotional journey about life and relationships.
3842,TV Show,Dark Crime 339,Director 68,,India,2017-12-29,1985.0,R,,Horror,
3843,MOVIE,Lost City 1159,,Actor 1841,France,24-02-2024,2013.0,NR,9 Seasons,Drama,Unexpected events change everything.
3844,tv show,Silent Voices 1139,,,,,,TV-14,163 min,Sci-Fi,An emotional journey about life and relationships.
3845,Movie,Ocean Secrets 942,,"Actor 376, Actor 1228",,"July 20, 2018",2007.0,TV-MA,,Comedy,
3846,movie,Urban Legends 1225,,,India,"September 30, 2017",,R,8 Season,Thriller,Unexpected events change everything.
3847,Movie,Mystery House 14,,Actor 940,United States,"November 15, 2025",2023.0,PG-13,,Sci-Fi,Unexpected events change everything.
3848,TV Show,Broken Dreams 1599,,,,"February 07, 2026",,TV-MA,5 Seasons,Sci-Fi,
3849,movie,Dark Crime 1126,Dir. 482,,Australia,09/06/2024,2013.0,R,159 min,Documentary,Unexpected events change everything.
3850,Movie,Last Kingdom 1280,Director 378,Actor 745,Australia,"May 09, 2019",2014.0,NR,,Comedy,Unexpected events change everything.
3851,movie,Last Kingdom 847,,,Canada,09-12-2025,1986.0,,42 min,Horror,A gripping horror story full of twists.
3852,Movie,Midnight Tales 1892,,Actor 1615,UK,29-03-2018,1996.0,PG,,Drama,An emotional journey about life and relationships.
3853,movie,Last Kingdom 1183,Director 382,,Canada,08/13/2015,,TV-14,,Action,Unexpected events change everything.
3854,MOVIE,Dark Crime 1845,Dir. 187,Actor 1961,,,2025.0,TV-MA,,Documentary,
3855,Movie,Hidden Truth 1057,Dir. 14,,United States,,,R,50 min,Action,
3856,tv show,Ocean Secrets 393,Dir. 100,,India,,1982.0,R,8 Seasons,Romance,Unexpected events change everything.
3857,tv show,Urban Legends 662,,,France,,2016.0,TV-MA,,Romance,
3858,Movie,Hidden Truth 1339,,Actor 598,Australia,07/27/2022,2021.0,NR,161 min,Romance,
3859,tv show,Mystery House 1640,Director 63,,Australia,04/04/2018,,R,48 min,Thriller,Unexpected events change everything.
3860,Movie,Love Story 694,Director 218,"Actor 178, Actor 789",,,2002.0,PG-13,1 Season,Sci-Fi,
3861,tv show,Broken Dreams 244,Director 305,Actor 1920,Germany,08/01/2016,1993.0,TV-MA,9 Season,Action,
3862,movie,Hidden Truth 1680,,,India,,2005.0,TV-MA,86 min,Horror,Unexpected events change everything.
3863,TV Show,Silent Voices 431,,Actor 1200,,,,TV-14,160 min,Action,
3864,MOVIE,Urban Legends 1638,Director 202,,France,01/15/2023,,PG,39 min,Thriller,
3865,tv show,Secret Files 1212,,,United States,,,R,84 min,Romance,
3866,Movie,Urban Legends 1379,,,Canada,,2023.0,R,,Sci-Fi,
3867,TV Show,Urban Legends 792,,,Canada,2017-10-28,,TV-14,,Romance,A gripping romance story full of twists.
3868,tv show,Hidden Truth 837,,,Canada,09/24/2024,1984.0,NR,4 Seasons,Action,
3869,tv show,Dark Crime 1128,,"Actor 260, Actor 1145",Canada,2023-09-20,2001.0,NR,102 min,Horror,Unexpected events change everything.
3870,Movie,Broken Dreams 176,Director 77,"Actor 280, Actor 640",,2019-02-10,,PG-13,2 Seasons,Action,An emotional journey about life and relationships.
3431,movie,Broken Dreams 363,,"Actor 182, Actor 897",Germany,14-08-2020,,R,5 Season,Sci-Fi,
3872,Movie,Silent Voices 1701,Dir. 466,"Actor 260, Actor 1105",France,10/22/2020,2006.0,,40 min,Horror,An emotional journey about life and relationships.
3873,TV Show,Silent Voices 1776,,Actor 1473,Germany,2018-08-26,,NR,,Documentary,An emotional journey about life and relationships.
3874,MOVIE,Urban Legends 157,Dir. 373,Actor 455,Germany,07/22/2020,1984.0,NR,86 min,Drama,Unexpected events change everything.
3875,MOVIE,Last Kingdom 100,,Actor 1645,United States,,,PG,3 Season,Action,
3876,movie,Silent Voices 1273,Director 434,Actor 194,,,2018.0,TV-MA,1 Season,Romance,
3877,tv show,Silent Voices 1683,Director 13,,India,"August 16, 2019",,TV-MA,7 Seasons,Thriller,
3878,MOVIE,Midnight Tales 1514,,Actor 1374,,07-04-2024,,NR,,Thriller,
2034,movie,Broken Dreams 1676,,,,,,TV-14,11 Season,Sci-Fi,Unexpected events change everything.
1867,TV Show,Dark Crime 1754,,,Germany,"December 09, 2015",1984.0,R,154 min,Romance,
3881,tv show,Mystery House 1989,Dir. 181,"Actor 252, Actor 537",France,"March 16, 2016",,TV-MA,78 min,Drama,A gripping drama story full of twists.
3882,TV Show,Ocean Secrets 519,,"Actor 435, Actor 882",UK,05/08/2024,,TV-14,90 min,Action,An emotional journey about life and relationships.
3883,TV Show,Secret Files 1111,Dir. 141,,India,2024-05-05,,,99 min,Romance,
3884,tv show,Love Story 1631,,,India,2017-07-16,1988.0,NR,8 Seasons,Comedy,
3885,TV Show,Midnight Tales 795,,,United States,,,PG-13,9 Seasons,Drama,An emotional journey about life and relationships.
3886,MOVIE,Silent Voices 839,Dir. 304,,,2021-11-23,,TV-14,10 Seasons,Documentary,An emotional journey about life and relationships.
3887,MOVIE,Urban Legends 1366,,,France,2016-04-15,1985.0,TV-MA,8 Seasons,Sci-Fi,
3888,Movie,Silent Voices 1068,Dir. 321,"Actor 421, Actor 502",France,2015-08-21,,TV-MA,7 Season,Comedy,An emotional journey about life and relationships.
3889,movie,Lost City 1161,,,Canada,04-05-2023,1990.0,R,60 min,Documentary,
3890,TV Show,Love Story 969,,,,,2025.0,TV-MA,1 Seasons,Documentary,Unexpected events change everything.
3891,movie,Mystery House 805,,"Actor 57, Actor 865",Germany,,,R,8 Season,Thriller,
3892,TV Show,Ocean Secrets 711,Dir. 93,,United States,26-04-2023,,PG-13,2 Season,Romance,A gripping romance story full of twists.
3893,movie,Mystery House 1813,,,France,,,R,1 Season,Documentary,A gripping documentary story full of twists.
3894,TV Show,Hidden Truth 1555,Dir. 388,,Australia,2022-02-26,,,31 min,Action,Unexpected events change everything.
3671,MOVIE,Last Kingdom 679,,,UK,03-01-2016,2012.0,PG-13,9 Season,Comedy,
3896,TV Show,Love Story 1379,Director 413,,,,1988.0,TV-14,192 min,Horror,
3897,MOVIE,Urban Legends 989,,Actor 349,Canada,2021-06-13,,TV-14,219 min,Comedy,An emotional journey about life and relationships.
3096,TV Show,Ocean Secrets 756,,"Actor 140, Actor 614",United States,,,TV-MA,68 min,Sci-Fi,Unexpected events change everything.
3899,movie,Ocean Secrets 1940,Dir. 307,Actor 1618,,,2002.0,PG,,Horror,A gripping horror story full of twists.
3900,TV Show,Dark Crime 757,,,France,2021-04-09,1996.0,TV-MA,11 Season,Action,A gripping action story full of twists.
3901,TV Show,Ocean Secrets 1822,Dir. 257,,Germany,,,PG-13,,Romance,Unexpected events change everything.
3902,TV Show,Last Kingdom 119,Director 488,,United States,,,,8 Season,Horror,Unexpected events change everything.
3903,TV Show,Love Story 1214,Director 471,,,,,TV-14,,Action,
3904,movie,Silent Voices 980,,,Australia,"November 21, 2020",,PG-13,210 min,Documentary,
3905,movie,Lost City 1780,Director 425,,India,2017-10-15,,PG,11 Seasons,Action,Unexpected events change everything.
3906,MOVIE,Broken Dreams 1999,,,Canada,07/31/2022,1980.0,R,191 min,Documentary,
3907,TV Show,Mystery House 946,Director 424,"Actor 468, Actor 1006",Australia,"April 02, 2025",,R,175 min,Horror,Unexpected events change everything.
3908,MOVIE,Last Kingdom 1327,Director 156,Actor 1512,,,,TV-14,,Drama,Unexpected events change everything.
3909,tv show,Lost City 406,,Actor 1802,India,18-03-2022,2004.0,PG-13,,Drama,
3910,tv show,Lost City 416,,,France,"April 28, 2023",,,9 Seasons,Horror,
3911,movie,Silent Voices 1979,,,Germany,12-11-2024,2001.0,TV-14,,Documentary,
3912,movie,Last Kingdom 1411,Dir. 361,,Canada,"June 28, 2023",1983.0,NR,9 Seasons,Sci-Fi,An emotional journey about life and relationships.
3913,movie,Last Kingdom 109,,,Canada,"May 31, 2018",2006.0,TV-MA,12 Seasons,Sci-Fi,
3914,TV Show,Dark Crime 680,Director 483,,United States,04/30/2017,,R,12 Season,Romance,A gripping romance story full of twists.
3915,tv show,Silent Voices 1907,Dir. 386,Actor 606,Germany,"December 06, 2020",,PG-13,,Horror,
3916,tv show,Secret Files 37,Dir. 432,"Actor 2, Actor 1303",United States,01/03/2019,2018.0,PG-13,78 min,Documentary,A gripping documentary story full of twists.
3917,Movie,Hidden Truth 1688,Director 57,,Australia,,,NR,140 min,Romance,Unexpected events change everything.
3918,TV Show,Love Story 409,,,,"April 13, 2015",,,211 min,Sci-Fi,Unexpected events change everything.
3919,tv show,Broken Dreams 760,,"Actor 400, Actor 629",India,"May 02, 2017",2008.0,TV-14,84 min,Romance,An emotional journey about life and relationships.
3920,TV Show,Mystery House 1385,,,France,,,PG-13,1 Season,Thriller,An emotional journey about life and relationships.
3921,movie,Silent Voices 936,Dir. 415,"Actor 207, Actor 943",France,,2014.0,PG,,Comedy,A gripping comedy story full of twists.
3922,tv show,Mystery House 1563,Dir. 399,,,"February 18, 2016",,TV-14,34 min,Action,A gripping action story full of twists.
3923,TV Show,Ocean Secrets 1003,,Actor 1790,Canada,13-02-2017,2018.0,TV-MA,214 min,Thriller,Unexpected events change everything.
3924,tv show,Last Kingdom 1805,Dir. 147,,UK,04/24/2017,2025.0,TV-14,54 min,Documentary,
3925,tv show,Love Story 1760,Director 35,Actor 1486,Canada,"July 23, 2023",1998.0,TV-MA,,Horror,Unexpected events change everything.
3926,tv show,Hidden Truth 1562,,,France,26-11-2018,2025.0,TV-MA,,Horror,A gripping horror story full of twists.
3927,MOVIE,Last Kingdom 427,,"Actor 403, Actor 1181",,02/12/2023,,TV-MA,,Drama,A gripping drama story full of twists.
3928,MOVIE,Silent Voices 1029,Director 426,,United States,"February 04, 2019",2014.0,R,11 Seasons,Drama,
3929,Movie,Lost City 1439,,,UK,10/21/2021,2004.0,PG,104 min,Thriller,An emotional journey about life and relationships.
3930,tv show,Hidden Truth 724,,,,,,PG-13,6 Season,Horror,A gripping horror story full of twists.
3931,movie,Last Kingdom 1643,,,United States,,1981.0,,12 Seasons,Documentary,
3932,Movie,Broken Dreams 492,Director 189,,France,07/05/2018,,TV-14,,Sci-Fi,
3933,movie,Silent Voices 1402,Director 242,Actor 1911,United States,"January 11, 2025",2013.0,R,202 min,Romance,A gripping romance story full of twists.
3934,tv show,Lost City 933,,,United States,08/17/2021,,,98 min,Romance,A gripping romance story full of twists.
3935,TV Show,Ocean Secrets 804,,,,,,PG-13,5 Season,Thriller,Unexpected events change everything.
3936,movie,Love Story 1198,,Actor 894,France,2017-02-19,1981.0,R,88 min,Horror,
3937,TV Show,Lost City 1743,,"Actor 19, Actor 1470",Germany,,,TV-14,2 Season,Action,An emotional journey about life and relationships.
3938,MOVIE,Love Story 115,Director 383,"Actor 274, Actor 1336",United States,"April 10, 2018",2018.0,TV-MA,8 Seasons,Thriller,Unexpected events change everything.
3939,tv show,Ocean Secrets 1942,Dir. 70,,Canada,"May 23, 2016",,PG-13,10 Seasons,Documentary,An emotional journey about life and relationships.
3940,movie,Love Story 82,,"Actor 269, Actor 1249",Germany,,,TV-14,9 Seasons,Documentary,Unexpected events change everything.
3941,TV Show,Mystery House 1907,Director 47,,United States,19-11-2022,,PG-13,11 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
3942,TV Show,Lost City 229,,,,,,R,,Drama,A gripping drama story full of twists.
3943,Movie,Last Kingdom 1524,,,Australia,2026-01-01,1981.0,NR,52 min,Comedy,Unexpected events change everything.
3944,MOVIE,Silent Voices 411,Director 117,Actor 886,,02-10-2022,,PG-13,3 Seasons,Sci-Fi,
3945,tv show,Urban Legends 1347,,,Australia,10/17/2022,2015.0,PG-13,137 min,Drama,A gripping drama story full of twists.
3946,MOVIE,Hidden Truth 1732,,"Actor 158, Actor 607",Canada,,2007.0,TV-14,30 min,Drama,An emotional journey about life and relationships.
3947,MOVIE,Love Story 221,Director 167,,Australia,10/20/2019,,R,8 Seasons,Action,An emotional journey about life and relationships.
3948,TV Show,Silent Voices 1533,,Actor 1664,UK,2017-01-06,,PG-13,106 min,Action,A gripping action story full of twists.
3949,tv show,Secret Files 879,Dir. 273,"Actor 439, Actor 657",Germany,"January 01, 2021",,PG,,Action,Unexpected events change everything.
3950,MOVIE,Dark Crime 33,,"Actor 190, Actor 677",France,2024-04-29,,TV-MA,,Action,
3951,TV Show,Silent Voices 1477,Dir. 53,,Canada,"January 07, 2023",1997.0,PG-13,2 Season,Thriller,Unexpected events change everything.
3952,Movie,Dark Crime 1598,,,Australia,,,PG,12 Seasons,Thriller,
3953,tv show,Broken Dreams 185,,,,2020-11-27,,TV-MA,,Drama,A gripping drama story full of twists.
3954,movie,Love Story 1517,,,,"January 10, 2016",2003.0,R,5 Seasons,Documentary,
3955,TV Show,Ocean Secrets 898,Dir. 364,,UK,,,NR,3 Seasons,Sci-Fi,
3956,movie,Lost City 29,,"Actor 431, Actor 1021",Germany,,,TV-14,3 Seasons,Sci-Fi,Unexpected events change everything.
3957,MOVIE,Midnight Tales 698,Dir. 2,,France,,,PG,51 min,Documentary,Unexpected events change everything.
3958,TV Show,Silent Voices 404,Director 303,"Actor 246, Actor 1384",France,"November 24, 2015",,NR,,Thriller,An emotional journey about life and relationships.
3959,Movie,Dark Crime 864,Director 293,,India,,,PG,65 min,Thriller,An emotional journey about life and relationships.
3960,Movie,Hidden Truth 695,Director 11,"Actor 452, Actor 710",,10-09-2021,2015.0,R,9 Season,Action,An emotional journey about life and relationships.
3961,Movie,Midnight Tales 940,Dir. 314,,Canada,03/10/2019,2016.0,TV-14,75 min,Romance,
3962,TV Show,Ocean Secrets 1098,Dir. 187,Actor 1313,,30-12-2017,1997.0,PG,,Action,Unexpected events change everything.
3963,tv show,Lost City 1024,Director 172,,India,,,,10 Seasons,Romance,Unexpected events change everything.
3964,MOVIE,Love Story 925,,,India,"September 18, 2015",,TV-MA,6 Seasons,Action,A gripping action story full of twists.
3965,movie,Lost City 422,Dir. 176,,Canada,"October 19, 2020",1990.0,,12 Season,Drama,A gripping drama story full of twists.
3966,MOVIE,Love Story 214,,"Actor 129, Actor 780",Germany,,1987.0,,204 min,Romance,An emotional journey about life and relationships.
3967,MOVIE,Love Story 1977,Director 284,,France,"September 01, 2017",,PG,92 min,Drama,A gripping drama story full of twists.
3968,movie,Midnight Tales 462,Director 40,,,17-10-2023,1997.0,PG-13,3 Seasons,Action,A gripping action story full of twists.
3969,tv show,Hidden Truth 318,Director 147,,UK,2018-12-09,,NR,83 min,Horror,An emotional journey about life and relationships.
3970,tv show,Last Kingdom 1475,Dir. 187,Actor 1048,Canada,01/10/2023,2010.0,TV-14,6 Seasons,Comedy,An emotional journey about life and relationships.
3971,Movie,Dark Crime 897,Dir. 107,,United States,06/25/2022,,NR,,Comedy,A gripping comedy story full of twists.
3972,movie,Ocean Secrets 710,,,UK,,1994.0,NR,119 min,Documentary,A gripping documentary story full of twists.
3973,MOVIE,Midnight Tales 1409,Dir. 468,,UK,"October 21, 2020",1984.0,NR,5 Seasons,Thriller,
3974,MOVIE,Hidden Truth 288,,Actor 1423,Australia,"March 11, 2019",2017.0,,77 min,Drama,Unexpected events change everything.
1997,tv show,Ocean Secrets 1677,,Actor 319,France,16-02-2022,,R,4 Season,Horror,Unexpected events change everything.
3976,MOVIE,Mystery House 237,Dir. 474,"Actor 16, Actor 1343",UK,"September 24, 2022",1988.0,NR,,Drama,Unexpected events change everything.
3977,MOVIE,Hidden Truth 743,Dir. 298,,United States,2023-01-09,2023.0,R,7 Season,Drama,
3978,tv show,Hidden Truth 401,Dir. 492,"Actor 285, Actor 1373",,29-11-2017,,R,,Horror,
3979,tv show,Broken Dreams 245,,"Actor 489, Actor 1067",UK,"February 27, 2020",2003.0,PG,,Romance,Unexpected events change everything.
3980,MOVIE,Mystery House 648,Dir. 433,"Actor 419, Actor 1067",,19-07-2022,2025.0,,12 Seasons,Documentary,An emotional journey about life and relationships.
3981,Movie,Secret Files 100,Dir. 401,Actor 390,,"August 04, 2017",,TV-MA,,Action,A gripping action story full of twists.
3982,movie,Last Kingdom 1815,,"Actor 349, Actor 817",Australia,,,TV-MA,167 min,Action,
3983,Movie,Last Kingdom 1776,,"Actor 6, Actor 629",France,,2014.0,,,Romance,An emotional journey about life and relationships.
3984,Movie,Secret Files 1249,Director 67,Actor 1107,Germany,11/12/2016,,R,,Comedy,An emotional journey about life and relationships.
3985,movie,Secret Files 1826,Director 130,Actor 1298,Australia,,,TV-14,,Drama,
3986,movie,Urban Legends 533,Director 462,,UK,03/04/2020,,PG,8 Seasons,Sci-Fi,An emotional journey about life and relationships.
3987,Movie,Lost City 854,Director 355,Actor 573,United States,"July 10, 2018",,PG-13,,Romance,An emotional journey about life and relationships.
3988,Movie,Mystery House 997,Director 7,,Germany,17-10-2016,1992.0,R,,Comedy,An emotional journey about life and relationships.
3989,tv show,Hidden Truth 77,,,,,,PG-13,211 min,Romance,Unexpected events change everything.
3990,TV Show,Midnight Tales 1480,,Actor 1234,Canada,2019-03-08,2009.0,R,5 Season,Action,An emotional journey about life and relationships.
3991,TV Show,Lost City 229,Director 253,,France,,,R,62 min,Comedy,A gripping comedy story full of twists.
3992,movie,Dark Crime 307,,"Actor 397, Actor 761",Canada,,,PG-13,,Documentary,
3993,Movie,Last Kingdom 1241,Director 67,"Actor 81, Actor 715",Canada,,,TV-MA,117 min,Documentary,An emotional journey about life and relationships.
3994,MOVIE,Ocean Secrets 1965,,,UK,,,TV-MA,,Action,An emotional journey about life and relationships.
3995,movie,Hidden Truth 1705,Director 192,"Actor 436, Actor 888",,18-01-2021,,TV-MA,,Sci-Fi,An emotional journey about life and relationships.
3996,movie,Lost City 434,Director 342,"Actor 3, Actor 846",France,12-10-2019,2024.0,TV-14,,Romance,
3997,MOVIE,Secret Files 659,,,,"September 28, 2019",2009.0,PG,129 min,Documentary,
3998,MOVIE,Midnight Tales 1416,Director 383,,Australia,08-01-2021,,PG,12 Season,Comedy,An emotional journey about life and relationships.
3999,movie,Secret Files 493,,,Germany,,2002.0,TV-14,,Action,
4000,Movie,Hidden Truth 631,,"Actor 301, Actor 1480",France,"February 20, 2018",,TV-MA,70 min,Comedy,A gripping comedy story full of twists.
4001,TV Show,Urban Legends 1658,,,India,09/24/2020,2002.0,R,79 min,Comedy,A gripping comedy story full of twists.
4002,TV Show,Last Kingdom 1862,Director 92,"Actor 1, Actor 732",United States,"December 22, 2023",,TV-MA,36 min,Thriller,Unexpected events change everything.
4003,MOVIE,Love Story 1110,Director 90,,,,,R,,Documentary,
4004,tv show,Midnight Tales 1617,,Actor 781,Australia,,1997.0,TV-14,69 min,Thriller,A gripping thriller story full of twists.
4005,movie,Love Story 222,,Actor 1519,UK,08-04-2023,2000.0,TV-14,1 Season,Comedy,A gripping comedy story full of twists.
4006,MOVIE,Urban Legends 573,,,Canada,,1986.0,NR,,Comedy,
1030,tv show,Dark Crime 690,Dir. 483,,Germany,"September 27, 2016",,R,3 Seasons,Horror,
4008,movie,Silent Voices 329,Director 440,,Canada,16-10-2021,,,47 min,Comedy,
4009,MOVIE,Last Kingdom 1361,,,Canada,11/16/2018,,R,2 Seasons,Thriller,Unexpected events change everything.
996,TV Show,Silent Voices 1624,Director 363,,,2015-04-16,,TV-MA,2 Seasons,Sci-Fi,Unexpected events change everything.
4011,TV Show,Broken Dreams 1076,Dir. 206,Actor 902,,,,PG,10 Seasons,Action,A gripping action story full of twists.
4012,movie,Midnight Tales 499,,,Germany,,2020.0,TV-MA,,Thriller,An emotional journey about life and relationships.
4013,TV Show,Lost City 1437,Director 178,"Actor 187, Actor 930",UK,01/18/2018,,PG-13,37 min,Drama,
4014,TV Show,Last Kingdom 323,,,United States,01/20/2024,,PG,10 Season,Sci-Fi,
4015,movie,Urban Legends 963,Dir. 297,Actor 1481,United States,04/25/2024,,TV-14,,Romance,A gripping romance story full of twists.
4016,Movie,Secret Files 1246,,"Actor 151, Actor 1151",Germany,,,R,47 min,Horror,
4017,TV Show,Ocean Secrets 283,,Actor 1338,Canada,,,TV-MA,,Thriller,A gripping thriller story full of twists.
4018,movie,Secret Files 1430,Director 91,"Actor 41, Actor 981",France,07/10/2017,1984.0,,87 min,Documentary,A gripping documentary story full of twists.
4019,tv show,Broken Dreams 483,Director 201,,,,1984.0,TV-MA,7 Season,Action,
4020,MOVIE,Midnight Tales 312,,Actor 1938,United States,"February 19, 2022",2019.0,,,Documentary,
4021,movie,Lost City 838,Director 4,Actor 1007,,02/27/2025,1983.0,PG,,Action,
4022,TV Show,Dark Crime 882,,Actor 1020,Canada,"October 26, 2022",2010.0,TV-14,,Drama,A gripping drama story full of twists.
4023,MOVIE,Lost City 1500,Director 332,Actor 603,UK,,1985.0,PG-13,78 min,Drama,A gripping drama story full of twists.
4024,TV Show,Broken Dreams 1502,,Actor 871,India,12/14/2022,1994.0,PG-13,,Drama,
4025,MOVIE,Ocean Secrets 206,Dir. 423,Actor 215,France,,2003.0,PG,,Horror,Unexpected events change everything.
4026,Movie,Mystery House 785,,Actor 1652,,2018-02-28,2015.0,,,Action,
4027,Movie,Dark Crime 1125,,Actor 1962,Germany,2017-05-19,1994.0,NR,2 Seasons,Horror,
465,movie,Hidden Truth 120,Dir. 355,Actor 1963,France,06/08/2025,1988.0,PG-13,11 Season,Comedy,
4029,MOVIE,Love Story 926,,,India,20-08-2025,1996.0,R,2 Season,Drama,A gripping drama story full of twists.
4030,movie,Urban Legends 1073,Dir. 262,Actor 109,UK,"May 22, 2023",2025.0,,78 min,Documentary,An emotional journey about life and relationships.
4031,Movie,Lost City 252,,,UK,,1980.0,TV-MA,,Comedy,An emotional journey about life and relationships.
4032,Movie,Hidden Truth 1800,Director 493,,Australia,2018-08-30,,NR,39 min,Comedy,An emotional journey about life and relationships.
4033,movie,Midnight Tales 167,Dir. 489,"Actor 368, Actor 1452",France,,2000.0,PG-13,10 Seasons,Documentary,An emotional journey about life and relationships.
4034,MOVIE,Lost City 458,,"Actor 261, Actor 676",India,,1996.0,NR,,Thriller,A gripping thriller story full of twists.
4035,MOVIE,Broken Dreams 642,,,,04-05-2025,,R,6 Seasons,Drama,
4036,MOVIE,Urban Legends 543,Dir. 259,,Germany,05-03-2023,1982.0,PG,1 Seasons,Sci-Fi,An emotional journey about life and relationships.
2595,TV Show,Silent Voices 42,,,Australia,06/30/2015,1988.0,,38 min,Documentary,A gripping documentary story full of twists.
1631,MOVIE,Mystery House 226,Dir. 357,Actor 928,Australia,"December 01, 2024",2011.0,PG-13,,Sci-Fi,An emotional journey about life and relationships.
4039,MOVIE,Broken Dreams 827,,Actor 442,Germany,04/20/2024,2008.0,PG,,Horror,A gripping horror story full of twists.
4040,MOVIE,Broken Dreams 1742,Dir. 216,,Australia,09/23/2017,,TV-14,,Action,
4041,MOVIE,Mystery House 920,Dir. 148,Actor 459,Canada,,,PG,69 min,Documentary,
